id,title,description,date,url,source,country,category
15,Minister tells Turing AI institute to focus on defence,Peter Kyle says the Alan Turing Institute should prioritise boosting the UK's AI capabilities.,2025-07-04,https://www.bbc.com/news/articles/cy7nppe5gkgo,BBC,United Kingdom,Technology
16,Sport agent Jonathan Barnett accused of rape in US lawsuit,"Barnett denies allegations he kept the woman as a ""sex slave"" over a six year period.",2025-07-04,https://www.bbc.com/news/articles/ce3ny45ep4jo,BBC,United Kingdom,Sports
17,'Biblical' - fans react to Oasis reunion tour debut,Oasis hit the stage together for the first time in 16 years in Cardiff and the energy was electric.,2025-07-05,https://www.bbc.com/news/videos/cd0v7yjel1go,BBC,United Kingdom,General
18,Watch: Moment Oasis take to the stage for first gig in 16 years,"The Gallagher brothers play their first concert since reuniting, in front of a packed Cardiff stadium.",2025-07-04,https://www.bbc.com/news/videos/c8j1mkzr209o,BBC,United Kingdom,Sports
19,'Outpouring of grief' as Liverpool fans pay tribute to Jota,Grieving football fans tell the BBC what the Liverpool player meant to them.,2025-07-04,https://www.bbc.com/news/videos/cm2mddxxrjpo,BBC,United Kingdom,Sports
20,Watch: PM talks about his 'good personal relationship' with Trump,Watch: PM talks about his 'good personal relationship' with Trump,2025-07-04,https://www.bbc.com/news/videos/cr4we4gl576o,BBC,United Kingdom,General
21,The sale of illegal cigarettes signals a deeper problem with UK high streets,"Some black market cigarettes have been found to contain dead flies and asbestos. But the trade nods to a wider issue, a BBC investigation has found.",2025-07-03,https://www.bbc.com/news/articles/cy9097lwxg9o,BBC,United Kingdom,Business
22,Starmer told me he'd met every challenge. But things look bad right now - very bad,Nick Robinson sits down with the prime minister to look back at his first year in Downing Street.,2025-07-04,https://www.bbc.com/news/articles/ckg5dgr4mepo,BBC,United Kingdom,Politics
23,No end in sight for bin strike after six months,People in the UK's second city talk of living through months of strikes and rubbish piling up.,2025-07-04,https://www.bbc.com/news/articles/crrq2y819y1o,BBC,United Kingdom,General
24,British Bulldogs to Basil Fawlty - your banknote redesign ideas,"The Bank of England wants views on themes for its next series of banknotes, and BBC readers are full of ideas.",2025-07-04,https://www.bbc.com/news/articles/c75r40g6exxo,BBC,United Kingdom,General
25,"It may be Ozzy's night, but ELO will bow out too","On Saturday, Jeff Lynne's ELO will clash with Black Sabbath in one of two farewell Birmingham shows.",2025-07-04,https://www.bbc.com/news/articles/c80pd0p7x3go,BBC,United Kingdom,General
26,"Airport brawl followed Starbucks assault, jury hears",Mohammed Fahir Amaaz and Muhammed Amaad deny all charges relating to an incident at Manchester Airport.,2025-07-04,https://www.bbc.com/news/articles/cn5kqe01r5zo,BBC,United Kingdom,Technology
27,'Any excuse to go to pub' culture at crisis-hit cathedral,"Priests and choristers at a crisis-hit cathedral did a ""seven last shots of Christ"" drinking game.",2025-07-04,https://www.bbc.com/news/articles/ckg34410dx7o,BBC,United Kingdom,Culture
28,European champion Mageean diagnosed with cancer,European champion and two-time Olympian Ciara Mageean has been diagnosed with cancer.,2025-07-04,https://www.bbc.com/sport/athletics/articles/c70r63pp1xjo,BBC,United Kingdom,General
29,At least 24 dead and up to 25 children missing in 'terrible' Texas floods,"Camp Mystic, where 700 children were attending summer camp, has been hit by a ""catastrophic level"" of flooding.",2025-07-05,https://www.bbc.com/news/articles/cwyelx3x5k0o,BBC,United States,General
30,Hamas says it delivered 'positive response' on US Gaza ceasefire plan,"The group says it is ready to begin negotiations immediately, as Donald Trump says there can possibly be a deal next week.",2025-07-04,https://www.bbc.com/news/articles/cnvmrmvp98go,BBC,United States,Conflict
31,Israel's strike on bustling Gaza cafe killed a Hamas operative - but dozens more people were killed,"The attack raises more questions over whether Israel’s use of force is proportionate, as required by international law.",2025-07-04,https://www.bbc.com/news/articles/cgeqr73p8wyo,BBC,Israel,Politics
32,Trump signs sweeping tax and spending bill into law,A signing ceremony at the White House on Friday afternoon kicked off celebrations for 4 July.,2025-07-04,https://www.bbc.com/news/articles/cpvjlj3n1vmo,BBC,United States,Politics
33,Notorious Swedish gang leader arrested in Turkey,"Ismail Abdo, the leader of the Rumba crime gang, has been at the centre of a violent turf war with a rival gang in Sweden.",2025-07-04,https://www.bbc.com/news/articles/cy0w4592znyo,BBC,Sweden,Technology
34,Kyiv hit by barrage of drone strikes as Putin rejects Trump's truce bid,"Almost every district in the capital sustained damage after Russia fired a record 550 drones, Ukraine says.",2025-07-04,https://www.bbc.com/news/articles/cx2g3qvz0pvo,BBC,Russian Federation,Technology
35,Kenyan leader to build huge church at presidential office,"""The devil might be angry and can do what he wants,"" President William Ruto said in response to criticism.",2025-07-04,https://www.bbc.com/news/articles/clyzd9jg9ymo,BBC,Unknown,Politics
36,American teen pilot detained on small island in Antarctica,"Ethan Guo, 19, had flown his plane across the six other continents before he was arrested, according to his social media.",2025-07-04,https://www.bbc.com/news/articles/cy5w0k3v1wvo,BBC,United States,Technology
37,'I don't know who to trust anymore': Druze worry about being left behind in post-war Syria,Recent attacks on the religious minority in Damascus have fuelled growing distrust towards the state.,2025-07-04,https://www.bbc.com/news/articles/cpwqqp2edqpo,BBC,Syria,Health
38,Russia becomes first state to recognise Afghanistan's Taliban government,"The foreign minister in Kabul called Moscow's decision ""courageous"".",2025-07-04,https://www.bbc.com/news/articles/c78n4wely9do,BBC,Russian Federation,Politics
39,Fictional K-pop bands beat BTS and Blackpink in US charts,Songs from the film KPop Demon Hunter have surpassed the success of real-life K-pop bands BTS and Blackpink.,2025-07-04,https://www.bbc.com/news/articles/clyl1zyv1y2o,BBC,United States,Entertainment
40,Gaza aid contractor tells BBC he saw colleagues fire on hungry Palestinians,The Israel- and US-backed Gaza Humanitarian Foundation has strongly denied the allegation.,2025-07-03,https://www.bbc.com/news/articles/cnvmry71q5yo,BBC,"Palestine, State of",Technology
41,Trump gets major win now - but it comes with risks down the road,"The mega-bill helps the president deliver on promises, but also contains the seeds of political peril, writes Anthony Zurcher.",2025-07-03,https://www.bbc.com/news/articles/clynr0yywdeo,BBC,United States,Politics
42,'It's Groundhog Day': Ukraine's sky defenders stuck in relentless battle,"Under fire of 100 drones a night, there's little talk of a ceasefire in the front-line city of Sumy.",2025-07-04,https://www.bbc.com/news/articles/c4gkzgqe30yo,BBC,Ukraine,Conflict
43,BBC visits heart of Tibetan resistance as showdown looms between Dalai Lama and China,The BBC speaks to Tibetans as their spiritual exiled leader the Dalai Lama turns 90.,2025-07-02,https://www.bbc.com/news/articles/c5y772jlpgzo,BBC,China,Conflict
44,Death of Liverpool forward Jota leaves football world in shock,"The football world is mourning the death of Liverpool and Portugal forward Diogo Jota, aged 28, in a car crash.",2025-07-03,https://www.bbc.com/sport/football/articles/crl05r070wro,BBC,United Kingdom,Sports
45,Roadblocks replace rallies as Serbian protesters demand new elections,"After months of rallies, Serbian protesters are calling for people to join a campaign of civil disobedience.",2025-07-04,https://www.bbc.com/news/articles/cvg4r3ny9q2o,BBC,Unknown,Elections
46,Oasis 'sounding huge' as comeback tour launches,"The band will play the first of 41 highly anticipated dates in Cardiff, after a break of 16 years.",2025-07-03,https://www.bbc.com/news/articles/cz7l1x7x80ro,BBC,Unknown,General
47,'A symbol of hope & inspiration - Jota was a Portuguese hero',"Diogo Jota, who died in a car crash aged 28, has been described as a symbol of hope and inspiration by Portugal football expert Marcus Alves.",2025-07-03,https://www.bbc.com/sport/football/articles/cd97j3y047po,BBC,Portugal,Sports
48,Watch: Deadly Texas flooding causes destruction,"At least 24 people have died and dozens of people are missing amid the flash flooding, authorities say.",2025-07-05,https://www.bbc.com/news/videos/c0epzj2y4wzo,BBC,United States,Culture
49,Watch: French police wade into sea to slash migrant 'taxi-boat',"The BBC's Andrew Harding saw French gendarmes using knives to slash an inflatable small boat, packed with men, women and children.",2025-07-04,https://www.bbc.com/news/videos/c1jwzzx5wr3o,BBC,United States,Sports
50,Beachgoers look on as wildfires burn in Greece,Hundreds have been evacuated as wildfires continues to burn in Halkidiki and the island of Crete.,2025-07-03,https://www.bbc.com/news/videos/c628n13gp6go,BBC,Greece,General
51,Millions of 'lovebugs' swarm hikers in South Korea,"A hiker who filmed the infestation told local media the bugs at Gyeyangsan mountain were like a ""thick carpet"".",2025-07-01,https://www.bbc.com/news/videos/c5ylld834mko,BBC,South Korea,Technology
52,Seven ways Starmer's plan could change the NHS,The BBC looks at what the government's 10-year NHS plan could mean in practice.,2025-07-03,https://www.bbc.com/news/articles/cjd2y7dkjpxo,BBC,United Kingdom,Health
53,Women poisoned by fake Botox get apology from beautician,"As the BBC names a beautician who gave illegal jabs, two victims share their story.",2025-07-03,https://www.bbc.com/news/articles/c89eey7jjeno,BBC,United States,Health
54,Digital imaging cuts waiting times for skin cancer,A digital imaging service has reduced waiting times for patients with suspected skin cancers.,2025-07-03,https://www.bbc.com/news/articles/c98pxpnww14o,BBC,United States,Health
55,"New plan will fundamentally rewire NHS, says PM","But nurses, doctors and health experts say that more funding and extra staff are needed to make it a reality.",2025-07-02,https://www.bbc.com/news/articles/cy5wpe9r1d6o,BBC,United Kingdom,Health
56,Covid care home policy was 'least worst decision' - Hancock,Former health secretary Matt Hancock denied claims the government's attempt to throw a protective ring around care homes in early 2020 was empty rhetoric.,2025-07-02,https://www.bbc.com/news/articles/cp904053024o,BBC,South Africa,Health
57,What does hot weather do to the body?,"Hot weather during the summer can affect anyone, but some people run a greater risk of serious harm.",2025-06-19,https://www.bbc.com/news/articles/cy7n6m7y6yvo,BBC,United States,Health
58,Why are pollen levels making hay fever so bad this year?,"As pollen levels rise, what are the best ways to treat hay fever symptoms, and other useful advice.",2025-06-17,https://www.bbc.com/news/articles/cx2jevn2d1eo,BBC,United States,Health
59,What to do if you think someone has heat exhaustion or heatstroke,Know the signs and what to do if someone is unwell in hot weather.,2025-07-01,https://www.bbc.com/news/articles/ckgl51jjp3jo,BBC,United States,Health
60,Hot weather: How to sleep in the heat,Simple tips to help you get a good night's sleep during hot weather.,2025-06-30,https://www.bbc.com/news/articles/cpw7gp2ky70o,BBC,Unknown,Health
61,Catherine talks candidly of 'life-changing' cancer treatment,"Catherine says ""you put on a sort of brave face"" during treatment but afterwards it can also feel ""really difficult"".",2025-07-02,https://www.bbc.com/news/articles/c6257z1w5ypo,BBC,South Africa,Health
62,Is RFK Jr's divisive plan to Make America Healthy Again fearmongering - or revolutionary?,The most powerful public health official in the US is reviled by some medics - but even some of his critics accept that he is bringing drive to healthcare areas that have long been neglected,2025-06-30,https://www.bbc.com/news/articles/ceq7jx3dlj9o,BBC,United States,Health
63,How is your hospital doing as NHS battles to bring down waiting times?,Use our interactive tracker to see if treatment waits are getting better at your local hospital,2025-06-26,https://www.bbc.com/news/articles/cedg8dz7996o,BBC,United States,Health
64,Emma is doing something she swore she never would - buying her kids vapes,"One month on from the disposable vape ban, one mum says it has had little impact on her children's nicotine consumption.",2025-06-28,https://www.bbc.com/news/articles/czdv3jq1pnyo,BBC,Unknown,Health
65,"I lost £15,000 after going to an IVF middleman","Companies that act as ""middlemen"" between patients and doctors are not regulated by the fertility watchdog.",2025-06-25,https://www.bbc.com/news/articles/cm2eyzndlvvo,BBC,Unknown,Health
66,How to stay safe at festivals this summer,The UKHSA and Somerset Council have put together a list on how to stay safe at festivals this summer.,2025-06-15,https://www.bbc.com/news/articles/cje752yzp0lo,BBC,United Kingdom,Health
67,Stop telling me to lower my cortisol - it's making me stressed!,Can social media hacks really help bring down your cortisol levels?,2025-06-21,https://www.bbc.com/news/articles/cg5z6l19rv6o,BBC,United States,Health
68,'Our sister died of cancer because of our mum's conspiracy theories',Paloma Shemirani’s brothers say she refused chemotherapy because of their mother’s beliefs.,2025-06-23,https://www.bbc.com/news/articles/crenzwyvpn1o,BBC,United States,Health
69,How does a £1.6m fine affect an NHS trust?,How will the largest fine over maternity deaths impact the NHS and the families it failed?,2025-06-20,https://www.bbc.com/news/articles/ckgrjr7emlgo,BBC,United States,Health
70,My dad gave me a kidney - now I can have my dream wedding,Kieran Innes was worried he would have to curtail his future plans when his kidneys failed.,2025-06-15,https://www.bbc.com/news/articles/cm2yvk5zd2yo,BBC,Unknown,Health
71,Mood swings fuelled Heston Blumenthal's genius. But the highs got higher and the lows got darker,A new BBC documentary looks at how a diagnosis of bipolar disorder at 57 changed the celebrity chef's life.,2025-06-13,https://www.bbc.com/news/articles/cy5e6l06rlvo,BBC,United States,Health
72,I'm an NHS leader - but mum still suffered at hands of health service because she was black,NHS Confederation chair Lord Adebowale says his mother's death illustrates inequalities in the system.,2025-06-13,https://www.bbc.com/news/articles/c3v5q2n4gpxo,BBC,United States,Health
73,We always joked dad looked nothing like his parents - then we found out why,Matthew's father died late last year - before learning the truth about his family history.,2025-06-07,https://www.bbc.com/news/articles/c4gexw7l7rwo,BBC,Unknown,Health
74,World-first blood cancer therapy to be given on NHS,It sneaks toxic drugs inside cancer cells to hit them hard while minimising side-effects.,2025-06-13,https://www.bbc.com/news/articles/ckg4kj2nxjgo,BBC,United Kingdom,Health
75,Handwritten notes reveal Churchill's penicillin concern ahead of D-Day,Handwritten notes show the wartime prime minister's frustration over slow penicillin production.,2025-06-06,https://www.bbc.com/news/articles/cj09v52l8v4o,BBC,United States,Health
76,Hospital backlog drops to lowest level in two years,But the NHS in England is still well below its target for seeing patients within 18 weeks.,2025-06-12,https://www.bbc.com/news/articles/c9dqzv316pvo,BBC,United Kingdom,Health
77,MPs set to vote on decriminalising abortion in England and Wales,Women would never be prosecuted for terminating a pregnancy under proposed new laws.,2025-06-10,https://www.bbc.com/news/articles/cg5v900v1y6o,BBC,United Kingdom,Health
78,"We quit our jobs, sold our home twice and spent 10 years fighting for the truth",A NHS trust and hospital manager have been found guilty of health and safety failings over the death of Alice Figueiredo.,2025-06-09,https://www.bbc.com/news/articles/cdxn5d4dzrwo,BBC,United States,Health
79,Cervical screening invites to change in England,"Invitations be sent out by the NHS every five years instead of every three for women aged 25-49 in England, if they have a negative test.",2025-06-10,https://www.bbc.com/news/articles/c4g7rkly5z2o,BBC,United Kingdom,Health
80,Martha doctor's failings 'particularly grave',A medical tribunal has found a senior doctor's failings amounted to gross negligence and misconduct.,2025-06-11,https://www.bbc.com/news/articles/cn9jnwvgenjo,BBC,Unknown,Health
81,The English neighbourhood that claims to hold the secret to fixing the NHS,"With public satisfaction in the NHS just 21%, one area has a plan to shake up its services that could reduce GP waiting lists, as well as unblock hospital beds - but can it really work nationwide?",2025-04-07,https://www.bbc.com/news/articles/cn4w2p79v9eo,BBC,United States,Health
82,Why are disposable vapes being banned and how harmful is vaping?,It will be illegal to sell or supply disposable vapes from 1 June 2025.,2025-05-30,https://www.bbc.com/news/articles/czxyny0w7wdo,BBC,Unknown,Health
83,Labour's plan for benefits throws up a bigger dilemma,The debate has sparked a wider dilemma about the broader purpose of welfare,2025-03-17,https://www.bbc.com/news/articles/cvgev3dvz3jo,BBC,Unknown,Health
84,First place in British Isles set to approve right to die,Laws in the Isle of Man to let terminally ill adults end their own lives are in the last stages of debate.,2025-02-25,https://www.bbc.com/news/articles/c78ed70qep7o,BBC,United Kingdom,Health
85,Generation K: The disturbing rise of ketamine abuse among young people,"Increasing numbers of young people are using the drug, experts say. The health impacts can be catastrophic.",2025-02-25,https://www.bbc.com/news/articles/c5y0g2gnjrqo,BBC,United States,Health
86,Assisted dying bill: What is in proposed law?,The proposed law would allow some terminally ill adults to end their own lives. But there are requirements.,2024-11-29,https://www.bbc.com/news/articles/cx2l7m6r55do,BBC,Unknown,Health
87,'My first cervical screening was over before I knew it',"The BBC speaks to six people about their first cervical screening, and what they wish they'd known beforehand.",2025-02-02,https://www.bbc.com/news/articles/cd0jkk3nnrlo,BBC,Unknown,Health
88,Is the system letting down people who were harmed by Covid vaccines?,People affected by rare blood clots say they feel they have been airbrushed out of the pandemic.,2024-10-23,https://www.bbc.com/news/articles/c1d5d6nng67o,BBC,United States,Health
89,How will weight-loss drugs change our relationship with food?,"The rise of these treatments has major implications for how we think about obesity, says James Gallagher.",2024-10-19,https://www.bbc.com/news/articles/c4g518d5j5lo,BBC,Unknown,Health
90,"NHS needs better plan around weight loss jabs, warn experts",Experts call for an urgent review of obesity treatment services amid booming demand for weight loss jabs.,2024-10-16,https://www.bbc.com/news/articles/c5y03p4xlx8o,BBC,United Kingdom,Health
91,How many of us will end up being diagnosed with ADHD?,Experts suggest that the number of people with ADHD is actually going to remain steady.,2024-09-15,https://www.bbc.com/news/articles/c3ejky0dy47o,BBC,United States,Health
92,The junior doctors' strikes may be over. But is trouble ahead?,The end of the pay dispute sounded too good to be true. And now some are wondering if it might be.,2024-08-02,https://www.bbc.com/news/articles/c19kdyyxzr3o,BBC,Russia,Health
93,Why we might never know the truth about ultra-processed foods,Experts can’t agree how exactly they affect us and it’s not clear that science will give us an answer.,2024-07-27,https://www.bbc.com/news/articles/cpe3pppw1z7o,BBC,United States,Health
94,Are weight-loss injections the answer to obesity?,The appeal is clear - but should we be turning to appetite-suppressing injections?,2023-03-19,https://www.bbc.co.uk/news/health-64677915,BBC,Unknown,Health
95,Covid inquiry hears of 'generational slaughter',Relatives of care home residents tell the Covid inquiry they will never get over how their loved ones died.,2025-06-30,https://www.bbc.com/news/articles/cy8kkxn20ddo,BBC,Unknown,Health
96,Covid inquiry to look at impact on care services,"The Covid inquiry will examine the impact of the pandemic on care services, starting on Monday.",2025-06-30,https://www.bbc.com/news/articles/c62dg6xvy6no,BBC,Unknown,Health
97,The Covid Inquiry Podcast: 'I wasn't the decision maker',The Inquiry hears from the lead of the test and trace unit,2025-05-31,https://www.bbc.co.uk/sounds/play/p0lfjj18,BBC,Unknown,Health
98,Cash to isolate 'would have cut Covid deaths',Baroness Dido Harding tells Covid inquiry Rishi Sunak blocked higher support payments.,2025-05-28,https://www.bbc.com/news/articles/cy8nvl37zkdo,BBC,United Kingdom,Health
99,"Johnson wanted tighter Covid rules, inquiry hears","In his diaries, Lord Vallance wrote that ex-PM thought rules were not ruthless enough.",2025-05-22,https://www.bbc.com/news/articles/c5y82pll0epo,BBC,South Africa,Health
100,Hancock criticises 'wholly naive' Covid inquiry,The former health secretary was giving evidence about medical equipment deals during the pandemic.,2025-03-19,https://www.bbc.com/news/articles/cd65ev8z7z6o,BBC,South Africa,Health
101,Mone accuses Covid inquiry of 'cover-up',"She says husband Doug Barrowman and her are targets of a ""politically motivated witch hunt"".",2025-03-13,https://www.bbc.com/news/articles/ce8mr2kz222o,BBC,United States,Health
102,Michael Gove denies trying to circumvent Dyson ventilator checks,Former cabinet minister says it would be ludicrous to suggest he tried to shortcut safety checks in the pandemic.,2025-03-11,https://www.bbc.com/news/articles/czrnkv4rz5vo,BBC,United States,Health
103,Michelle Mone-linked PPE firm evidence to be heard in private,"Covid inquiry says hearings into the firm, led by Michelle Mone's husband, must be held in closed session.",2025-02-26,https://www.bbc.com/news/articles/c8rkj8pv684o,BBC,United States,Health
104,Large UK-wide pandemic preparedness tests planned this year,The stress test will involve thousands of people to help the UK prepare for potential future threats.,2025-01-16,https://www.bbc.com/news/articles/cj910k8g4l0o,BBC,Uganda,Health
105,Families failed by Covid jabs tell inquiry of pain,They said there was no support after the death and harm suffered by their loved ones.,2025-01-15,https://www.bbc.com/news/articles/c4gzleyydp8o,BBC,Unknown,Health
106,NHS hours from PPE running out in Covid - Hancock,"Former health secretary tells inquiry some healthcare settings did run out - ""and it was awful"".",2024-11-21,https://www.bbc.com/news/articles/ce89k5j27z1o,BBC,United Kingdom,Health
107,Covid inquiry told Treasury blocked NHS bed request,"NHS England chief executive Amanda Pritchard says the decision, in July 2020, was very disappointing.",2024-11-11,https://www.bbc.com/news/articles/c4gpwz3qyr0o,BBC,United Kingdom,Health
108,Covid inquiry told top NHS doctor was terrified,Sir Stephen Powis says points-based tool was drawn up should need to prioritise patients have arisen.,2024-11-07,https://www.bbc.com/news/articles/cd0gdzdv53yo,BBC,United Kingdom,Health
109,How close were hospitals to collapse in Covid?,"The Covid inquiry restarts its live hearings this week, after senior staff in the NHS revealed just how close some hospitals were to collapse",2024-10-28,https://www.bbc.com/news/articles/c78dl0xv7y2o,BBC,United States,Health
110,Covid inquiry told of trust do-not-resuscitate rule,Patients' families were “horrified but not surprised” when told the blanket policy had been in place.,2024-10-10,https://www.bbc.com/news/articles/cd98vpxgp7ko,BBC,United States,Health
111,"We were not treated as parents, Covid inquiry told",Mum of premature twins says rigid restrictions on birthing wards during Covid were traumatic.,2024-10-07,https://www.bbc.com/news/articles/c70z1ppyv5eo,BBC,Unknown,Health
112,No date for restarting baby deliveries at hospital,A maternity suite at the University Hospital of Hartlepool is suffering staff shortages.,2025-07-04,https://www.bbc.com/news/articles/cew0n0gyvxyo,BBC,Unknown,Health
113,GP to discuss women's health issues online,"The webinars will be run by a GP, who can answer any questions people have about women's health.",2025-06-24,https://www.bbc.com/news/articles/cd6g4wxwx6zo,BBC,United States,Health
114,'Endometriosis is so much more than painful periods',Mia Rose Harrison says more awareness of the condition is needed.,2025-06-21,https://www.bbc.com/news/articles/cn842ly7q38o,BBC,Unknown,Health
115,Calls for more support for endometriosis patients,A campaign group hosts a special event to raise awareness about how the disease affects women.,2025-06-19,https://www.bbc.com/news/articles/cp3lwjq2x24o,BBC,United States,Health
116,New nature health scheme aims to boost well-being,"The RSPB, which helped draw up the scheme, says it has been a success in other parts of the UK.",2025-05-28,https://www.bbc.com/news/articles/cgr54r2kky8o,BBC,Uganda,Health
117,Horse charity calls on NHS to fund equine services,"Horses for Wellbeing says the funding would see children get help before they ""hit crisis point"".",2025-05-22,https://www.bbc.com/news/articles/cy8d927xllzo,BBC,United Kingdom,Health
118,Nature festival launched at national Park,"Events included wildlife walks, art sessions and the chance to meet an Exmoor pony.",2025-05-17,https://www.bbc.com/news/articles/cn5y21yg9l9o,BBC,South Africa,Health
119,Inside Health,James Gallagher looks at the evidence for claims the benefits of sun could outweigh risks.,2025-07-01,https://www.bbc.co.uk/sounds/play/m002f8lt,BBC,Unknown,Health
120,Tom Grennan opens up about therapy and imposter syndrome,Roman Kemp & Tom Grennan dive into therapy on the You About? podcast.,2025-06-27,https://www.bbc.com/news/videos/czdvnyvvv9yo,BBC,Unknown,Health
121,Lost something? You need an 'FBI mindset' to find it...,Drs Chris and Xand van Tulleken discuss how to find something when you lose it.,2025-06-24,https://www.bbc.com/news/videos/cjwn4zgpw4po,BBC,United States,Health
122,'Just speak to someone' - Pimblett's mental health advice,UFC star Paddy Pimblett speaks with BBC Sport's Sam Harris about dealing with mental health issues.,2025-06-24,https://www.bbc.com/sport/mixed-martial-arts/videos/c2le01v1ex5o,BBC,United States,Health
123,Anthony Zurcher: Passage of megabill is big win for Trump,The BBC's North America correspondent says Donald Trump has delivered on big campaign promises made by the US president.,2025-07-03,https://www.bbc.com/news/videos/cp3l7gdy0zpo,BBC,United States,Politics
124,What will Trump's tax and spending bill do to the US national debt?,US President Donald Trump's tax and spending bill has sparked intense debate. BBC Verify's policy and analysis correspondent Ben Chu has been looking at what the bill could do to the US national debt.,2025-07-03,https://www.bbc.com/news/videos/c89edlke1zno,BBC,United States,Politics
125,"Diddy's reputation is tarnished, but could he find a way back?","The rap star is facing more prison time but was cleared of the most serious charges, and still has loyal fans.",2025-07-03,https://www.bbc.com/news/articles/cd0vdx41ddzo,BBC,United States,General
126,Boxer Julio Cesar Chavez Jr arrested by US immigration,"The boxer, who fought against Jake Paul on Saturday, is accused of ties to the Sinaloa drug cartel.",2025-07-03,https://www.bbc.com/news/articles/czrypmzp88xo,BBC,United States,Technology
127,"White House to host UFC fight, Trump announces",Trump says the fight would be part of next year's celebration of 250 years of American independence.,2025-07-04,https://www.bbc.com/news/articles/c1mzxz1m9meo,BBC,United States,Politics
128,Kilmar Ábrego García alleges torture and abuse in El Salvador prison,The 29-year-old is now detained in Tennessee after being returned to the US and is awaiting trial on human smuggling charges.,2025-07-03,https://www.bbc.com/news/articles/cgq7nxkpkp4o,BBC,El Salvador,Technology
129,"Congress passes Trump's 'big, beautiful bill' cutting taxes and spending",The president wins over sparring factions within his own party to get the bill passed after months of wrangling.,2025-07-03,https://www.bbc.com/news/articles/cddz3n6vz0go,BBC,United States,Politics
130,Reservoir Dogs actor Michael Madsen dies aged 67,"The actor, a near-constant presence in Quentin Tarantino movies, is believed to have died of cardiac arrest.",2025-07-03,https://www.bbc.com/news/articles/cnvmry62zpdo,BBC,Unknown,Entertainment
131,US Supreme Court to review bans on trans athletes in female sports,"The top court will hear challenges to state laws banning transgender athletes in female sports, in a case that could have nation-wide implications.",2025-07-03,https://www.bbc.com/news/articles/c628npq154go,BBC,United States,Politics
132,"Four dead, 14 injured in drive-by shooting outside Chicago nightclub",The crowd was leaving the nightclub following an album release party for rapper Mello Buckzz.,2025-07-03,https://www.bbc.com/news/articles/cj4ew77rzdxo,BBC,Unknown,Technology
