id,title,description,date,url,source,country,category
54,"As Squid Game ends, South Koreans return to the reality that inspired it",The show's themes of unemployment and inequality are all too relatable for Korean viewers.,2025-06-30,https://www.bbc.com/news/articles/cvg665pyn82o,BBC,Unknown,International
55,Boeing's 787 Dreamliner was deemed the 'safest' of planes. The whistleblowers were always less sure,"Long before the Air India tragedy, the cause of which is still to be determined, people who had worked on the 787 had raised concerns about the production standards",2025-06-29,https://www.bbc.com/news/articles/cwyq7vgq2e5o,BBC,Unknown,International
56,'Mariupol is diseased': Residents deny Russian claims occupied city returning to normal,"Russian shattered Mariupol with a months-long siege in 2022. Now, it says it's rebuilding it.",2025-06-29,https://www.bbc.com/news/articles/cq6912mqp1go,BBC,Unknown,International
57,Millions of 'lovebugs' swarm hikers in South Korea,"A hiker who filmed the infestation told local media the bugs at Gyeyangsan mountain were like a ""thick carpet"".",2025-07-01,https://www.bbc.com/news/videos/c5ylld834mko,BBC,"Korea, Republic of",International
58,"When you think you've won £280k, but it's £28",A couple have told the BBC about considering getting married after believing they had won a small fortune.,2025-06-30,https://www.bbc.com/news/videos/c1k888881pro,BBC,Unknown,International
59,'A little bit melting': Intense heat across Europe,A new heat record for June of 46C was set in Spain this weekend as Europe experiences an intense heatwave.,2025-06-30,https://www.bbc.com/news/videos/cp3lln27e7po,BBC,Spain,International
60,"Crowds celebrate Pride in New York City, India, Mexico and more","Crowds have gathered at Pride celebrations around the world, including the Pride Parade NYC.",2025-06-29,https://www.bbc.com/news/videos/c4g8eynnx54o,BBC,India,International
61,Parents face hurdles vaccinating children - report,"Obstacles include difficulty booking appointments and too few jab reminders, say child health experts.",2025-06-30,https://www.bbc.com/news/articles/cpqnndrz24wo,BBC,Unknown,Health
62,Covid inquiry hears of care home 'slaughter',Relatives of care home residents tell the Covid inquiry they will never get over how their loved ones died.,2025-06-30,https://www.bbc.com/news/articles/cy8kkxn20ddo,BBC,Unknown,Health
63,"Make healthy food more appealing, government tells supermarkets","Supermarkets will be challenged to sell healthier food, under a new government obesity plan.",2025-06-29,https://www.bbc.com/news/articles/ckg5xzpmxzgo,BBC,Unknown,Health
64,School sun safety lessons trialled to tackle skin cancer,The new pilot teaches children as young as five how to check UV levels and apply sunscreen.,2025-06-29,https://www.bbc.com/news/articles/czjkex0errko,BBC,Unknown,Health
65,I found a bacteria-eating virus in my loo - could it save your life?,It's hoped phages could give us new ways of treating infections which are immune to antibiotics.,2025-06-28,https://www.bbc.com/news/articles/czryvm3nlvdo,BBC,Unknown,Health
66,What does hot weather do to the body?,"Hot weather during the summer can affect anyone, but some people run a greater risk of serious harm.",2025-06-19,https://www.bbc.com/news/articles/cy7n6m7y6yvo,BBC,Unknown,Health
67,Why are pollen levels making hay fever so bad this year?,"As pollen levels rise, what are the best ways to treat hay fever symptoms, and other useful advice.",2025-06-17,https://www.bbc.com/news/articles/cx2jevn2d1eo,BBC,Unknown,Health
68,What to do if you think someone has heat exhaustion or heatstroke,Know the signs and what to do if someone is unwell in hot weather.,2025-07-01,https://www.bbc.com/news/articles/ckgl51jjp3jo,BBC,Unknown,Health
69,Hot weather: How to sleep in the heat,Simple tips to help you get a good night's sleep during hot weather.,2025-06-30,https://www.bbc.com/news/articles/cpw7gp2ky70o,BBC,Unknown,Health
70,Six ways to keep your home and yourself cool in hot weather,Six simple things you can do to help keep your house cool when temperatures rise.,2025-06-19,https://www.bbc.com/news/articles/cz6gxe61p70o,BBC,Unknown,Health
71,How is your hospital doing as NHS battles to bring down waiting times?,Use our interactive tracker to see if treatment waits are getting better at your local hospital,2025-06-26,https://www.bbc.com/news/articles/cedg8dz7996o,BBC,Unknown,Health
72,Emma is doing something she swore she never would - buying her kids vapes,"One month on from the disposable vape ban, one mum says it has had little impact on her children's nicotine consumption.",2025-06-28,https://www.bbc.com/news/articles/czdv3jq1pnyo,BBC,Unknown,Health
73,"I lost £15,000 after going to an IVF middleman","Companies that act as ""middlemen"" between patients and doctors are not regulated by the fertility watchdog.",2025-06-25,https://www.bbc.com/news/articles/cm2eyzndlvvo,BBC,Unknown,Health
74,How to stay safe at festivals this summer,The UKHSA and Somerset Council have put together a list on how to stay safe at festivals this summer.,2025-06-15,https://www.bbc.com/news/articles/cje752yzp0lo,BBC,Unknown,Health
75,Stop telling me to lower my cortisol - it's making me stressed!,Can social media hacks really help bring down your cortisol levels?,2025-06-21,https://www.bbc.com/news/articles/cg5z6l19rv6o,BBC,Unknown,Health
76,'Our sister died of cancer because of our mum's conspiracy theories',Paloma Shemirani’s brothers say she refused chemotherapy because of their mother’s beliefs.,2025-06-23,https://www.bbc.com/news/articles/crenzwyvpn1o,BBC,Unknown,Health
77,How does a £1.6m fine affect an NHS trust?,How will the largest fine over maternity deaths impact the NHS and the families it failed?,2025-06-20,https://www.bbc.com/news/articles/ckgrjr7emlgo,BBC,Unknown,Health
78,My dad gave me a kidney - now I can have my dream wedding,Kieran Innes was worried he would have to curtail his future plans when his kidneys failed.,2025-06-15,https://www.bbc.com/news/articles/cm2yvk5zd2yo,BBC,Unknown,Health
79,Mood swings fuelled Heston Blumenthal's genius. But the highs got higher and the lows got darker,A new BBC documentary looks at how a diagnosis of bipolar disorder at 57 changed the celebrity chef's life.,2025-06-13,https://www.bbc.com/news/articles/cy5e6l06rlvo,BBC,Unknown,Health
80,I'm an NHS leader - but mum still suffered at hands of health service because she was black,NHS Confederation chair Lord Adebowale says his mother's death illustrates inequalities in the system.,2025-06-13,https://www.bbc.com/news/articles/c3v5q2n4gpxo,BBC,Unknown,Health
81,We always joked dad looked nothing like his parents - then we found out why,Matthew's father died late last year - before learning the truth about his family history.,2025-06-07,https://www.bbc.com/news/articles/c4gexw7l7rwo,BBC,Unknown,Health
82,World-first blood cancer therapy to be given on NHS,It sneaks toxic drugs inside cancer cells to hit them hard while minimising side-effects.,2025-06-13,https://www.bbc.com/news/articles/ckg4kj2nxjgo,BBC,Unknown,Health
83,Handwritten notes reveal Churchill's penicillin concern ahead of D-Day,Handwritten notes show the wartime prime minister's frustration over slow penicillin production.,2025-06-06,https://www.bbc.com/news/articles/cj09v52l8v4o,BBC,Unknown,Health
84,Hospital backlog drops to lowest level in two years,But the NHS in England is still well below its target for seeing patients within 18 weeks.,2025-06-12,https://www.bbc.com/news/articles/c9dqzv316pvo,BBC,United Kingdom,Health
85,MPs set to vote on decriminalising abortion in England and Wales,Women would never be prosecuted for terminating a pregnancy under proposed new laws.,2025-06-10,https://www.bbc.com/news/articles/cg5v900v1y6o,BBC,United Kingdom,Health
86,"We quit our jobs, sold our home twice and spent 10 years fighting for the truth",A NHS trust and hospital manager have been found guilty of health and safety failings over the death of Alice Figueiredo.,2025-06-09,https://www.bbc.com/news/articles/cdxn5d4dzrwo,BBC,Unknown,Health
87,Cervical screening invites to change in England,"Invitations be sent out by the NHS every five years instead of every three for women aged 25-49 in England, if they have a negative test.",2025-06-10,https://www.bbc.com/news/articles/c4g7rkly5z2o,BBC,United Kingdom,Health
88,Martha doctor's failings 'particularly grave',A medical tribunal has found a senior doctor's failings amounted to gross negligence and misconduct.,2025-06-11,https://www.bbc.com/news/articles/cn9jnwvgenjo,BBC,Unknown,Health
89,Why food firms are scrambling to cut down on ingredients,"Food firms are marketing ranges with fewer ingredients, but are they healthier?",2025-06-06,https://www.bbc.com/news/articles/creqge8xgx4o,BBC,Unknown,Health
90,The English neighbourhood that claims to hold the secret to fixing the NHS,"With public satisfaction in the NHS just 21%, one area has a plan to shake up its services that could reduce GP waiting lists, as well as unblock hospital beds - but can it really work nationwide?",2025-04-07,https://www.bbc.com/news/articles/cn4w2p79v9eo,BBC,Unknown,Health
91,Why are disposable vapes being banned and how harmful is vaping?,It will be illegal to sell or supply disposable vapes from 1 June 2025.,2025-05-30,https://www.bbc.com/news/articles/czxyny0w7wdo,BBC,Unknown,Health
92,Labour's plan for benefits throws up a bigger dilemma,The debate has sparked a wider dilemma about the broader purpose of welfare,2025-03-17,https://www.bbc.com/news/articles/cvgev3dvz3jo,BBC,Unknown,Health
93,First place in British Isles set to approve right to die,Laws in the Isle of Man to let terminally ill adults end their own lives are in the last stages of debate.,2025-02-25,https://www.bbc.com/news/articles/c78ed70qep7o,BBC,Unknown,Health
94,Generation K: The disturbing rise of ketamine abuse among young people,"Increasing numbers of young people are using the drug, experts say. The health impacts can be catastrophic.",2025-02-25,https://www.bbc.com/news/articles/c5y0g2gnjrqo,BBC,Unknown,Health
95,Assisted dying bill: What is in proposed law?,The proposed law would allow some terminally ill adults to end their own lives. But there are requirements.,2024-11-29,https://www.bbc.com/news/articles/cx2l7m6r55do,BBC,Unknown,Health
96,'My first cervical screening was over before I knew it',"The BBC speaks to six people about their first cervical screening, and what they wish they'd known beforehand.",2025-02-02,https://www.bbc.com/news/articles/cd0jkk3nnrlo,BBC,Unknown,Health
97,Is the system letting down people who were harmed by Covid vaccines?,People affected by rare blood clots say they feel they have been airbrushed out of the pandemic.,2024-10-23,https://www.bbc.com/news/articles/c1d5d6nng67o,BBC,Unknown,Health
98,How will weight-loss drugs change our relationship with food?,"The rise of these treatments has major implications for how we think about obesity, says James Gallagher.",2024-10-19,https://www.bbc.com/news/articles/c4g518d5j5lo,BBC,Unknown,Health
99,"NHS needs better plan around weight loss jabs, warn experts",Experts call for an urgent review of obesity treatment services amid booming demand for weight loss jabs.,2024-10-16,https://www.bbc.com/news/articles/c5y03p4xlx8o,BBC,Unknown,Health
100,How many of us will end up being diagnosed with ADHD?,Experts suggest that the number of people with ADHD is actually going to remain steady.,2024-09-15,https://www.bbc.com/news/articles/c3ejky0dy47o,BBC,Unknown,Health
101,The junior doctors' strikes may be over. But is trouble ahead?,The end of the pay dispute sounded too good to be true. And now some are wondering if it might be.,2024-08-02,https://www.bbc.com/news/articles/c19kdyyxzr3o,BBC,Unknown,Health
102,Why we might never know the truth about ultra-processed foods,Experts can’t agree how exactly they affect us and it’s not clear that science will give us an answer.,2024-07-27,https://www.bbc.com/news/articles/cpe3pppw1z7o,BBC,Unknown,Health
103,Are weight-loss injections the answer to obesity?,The appeal is clear - but should we be turning to appetite-suppressing injections?,2023-03-19,https://www.bbc.co.uk/news/health-64677915,BBC,Unknown,Health
104,The Covid Inquiry Podcast: 'I wasn't the decision maker',The Inquiry hears from the lead of the test and trace unit,2025-05-31,https://www.bbc.co.uk/sounds/play/p0lfjj18,BBC,Unknown,Health
105,Cash to isolate 'would have cut Covid deaths',Baroness Dido Harding tells Covid inquiry Rishi Sunak blocked higher support payments.,2025-05-28,https://www.bbc.com/news/articles/cy8nvl37zkdo,BBC,Unknown,Health
106,"Johnson wanted tighter Covid rules, inquiry hears","In his diaries, Lord Vallance wrote that ex-PM thought rules were not ruthless enough.",2025-05-22,https://www.bbc.com/news/articles/c5y82pll0epo,BBC,Unknown,Health
107,Hancock criticises 'wholly naive' Covid inquiry,The former health secretary was giving evidence about medical equipment deals during the pandemic.,2025-03-19,https://www.bbc.com/news/articles/cd65ev8z7z6o,BBC,Unknown,Health
108,Mone accuses Covid inquiry of 'cover-up',"She says husband Doug Barrowman and her are targets of a ""politically motivated witch hunt"".",2025-03-13,https://www.bbc.com/news/articles/ce8mr2kz222o,BBC,Unknown,Health
109,Michael Gove denies trying to circumvent Dyson ventilator checks,Former cabinet minister says it would be ludicrous to suggest he tried to shortcut safety checks in the pandemic.,2025-03-11,https://www.bbc.com/news/articles/czrnkv4rz5vo,BBC,Unknown,Health
110,How does the Covid inquiry work?,"The inquiry has heard from politicians, civil servants, public health experts and bereaved families.",2025-01-16,https://www.bbc.co.uk/news/explainers-57085964,BBC,Unknown,Health
111,Michelle Mone-linked PPE firm evidence to be heard in private,"Covid inquiry says hearings into the firm, led by Michelle Mone's husband, must be held in closed session.",2025-02-26,https://www.bbc.com/news/articles/c8rkj8pv684o,BBC,Unknown,Health
112,Large UK-wide pandemic preparedness tests planned this year,The stress test will involve thousands of people to help the UK prepare for potential future threats.,2025-01-16,https://www.bbc.com/news/articles/cj910k8g4l0o,BBC,Uganda,Health
113,Families failed by Covid jabs tell inquiry of pain,They said there was no support after the death and harm suffered by their loved ones.,2025-01-15,https://www.bbc.com/news/articles/c4gzleyydp8o,BBC,Unknown,Health
114,NHS hours from PPE running out in Covid - Hancock,"Former health secretary tells inquiry some healthcare settings did run out - ""and it was awful"".",2024-11-21,https://www.bbc.com/news/articles/ce89k5j27z1o,BBC,Unknown,Health
115,Covid inquiry told Treasury blocked NHS bed request,"NHS England chief executive Amanda Pritchard says the decision, in July 2020, was very disappointing.",2024-11-11,https://www.bbc.com/news/articles/c4gpwz3qyr0o,BBC,Unknown,Health
116,Covid inquiry told top NHS doctor was terrified,Sir Stephen Powis says points-based tool was drawn up should need to prioritise patients have arisen.,2024-11-07,https://www.bbc.com/news/articles/cd0gdzdv53yo,BBC,Unknown,Health
117,How close were hospitals to collapse in Covid?,"The Covid inquiry restarts its live hearings this week, after senior staff in the NHS revealed just how close some hospitals were to collapse",2024-10-28,https://www.bbc.com/news/articles/c78dl0xv7y2o,BBC,Unknown,Health
118,Covid inquiry told of trust do-not-resuscitate rule,Patients' families were “horrified but not surprised” when told the blanket policy had been in place.,2024-10-10,https://www.bbc.com/news/articles/cd98vpxgp7ko,BBC,Unknown,Health
119,"We were not treated as parents, Covid inquiry told",Mum of premature twins says rigid restrictions on birthing wards during Covid were traumatic.,2024-10-07,https://www.bbc.com/news/articles/c70z1ppyv5eo,BBC,Unknown,Health
120,Covid ambulance crews faced 'crucial PPE delays',Crews say they faced crucial delays trying to save dying patients because of the time it took to put on equipment.,2024-10-01,https://www.bbc.com/news/articles/cvgw0vrrqnno,BBC,Unknown,Health
121,"Covid was like a daily terror attack, doctor tells inquiry",Covid inquiry hears harrowing testimony from ex-adviser in emergency preparedness at NHS England.,2024-09-26,https://www.bbc.com/news/articles/cz9py388z17o,BBC,Unknown,Health
122,Covid inquiry rejects clinicians’ anonymity plea,The UK Health Security Agency argued naming the junior officials could put them at risk of abuse.,2024-09-26,https://www.bbc.com/news/articles/c07n8zp9zp0o,BBC,Unknown,Health
123,GP to discuss women's health issues online,"The webinars will be run by a GP, who can answer any questions people have about women's health.",2025-06-24,https://www.bbc.com/news/articles/cd6g4wxwx6zo,BBC,Unknown,Health
124,'Endometriosis is so much more than painful periods',Mia Rose Harrison says more awareness of the condition is needed.,2025-06-21,https://www.bbc.com/news/articles/cn842ly7q38o,BBC,Unknown,Health
125,Calls for more support for endometriosis patients,A campaign group hosts a special event to raise awareness about how the disease affects women.,2025-06-19,https://www.bbc.com/news/articles/cp3lwjq2x24o,BBC,Unknown,Health
126,Cervical screening changes set to start in Jersey,New testing methods which are more accurate than previous tests lead to the changes.,2025-06-16,https://www.bbc.com/news/articles/ced2dv6531do,BBC,Jersey,Health
127,New nature health scheme aims to boost well-being,"The RSPB, which helped draw up the scheme, says it has been a success in other parts of the UK.",2025-05-28,https://www.bbc.com/news/articles/cgr54r2kky8o,BBC,Uganda,Health
128,Horse charity calls on NHS to fund equine services,"Horses for Wellbeing says the funding would see children get help before they ""hit crisis point"".",2025-05-22,https://www.bbc.com/news/articles/cy8d927xllzo,BBC,Unknown,Health
129,Nature festival launched at national Park,"Events included wildlife walks, art sessions and the chance to meet an Exmoor pony.",2025-05-17,https://www.bbc.com/news/articles/cn5y21yg9l9o,BBC,Unknown,Health
130,Inside Health,James Gallagher looks at the evidence for claims the benefits of sun could outweigh risks.,2025-07-01,https://www.bbc.co.uk/sounds/play/m002f8lt,BBC,Unknown,Health
131,Tom Grennan opens up about therapy and imposter syndrome,Roman Kemp & Tom Grennan dive into therapy on the You About? podcast.,2025-06-27,https://www.bbc.com/news/videos/czdvnyvvv9yo,BBC,Unknown,Health
132,Lost something? You need an 'FBI mindset' to find it...,Drs Chris and Xand van Tulleken discuss how to find something when you lose it.,2025-06-24,https://www.bbc.com/news/videos/cjwn4zgpw4po,BBC,Unknown,Health
133,'Just speak to someone' - Pimblett's mental health advice,UFC star Paddy Pimblett speaks with BBC Sport's Sam Harris about dealing with mental health issues.,2025-06-24,https://www.bbc.com/sport/mixed-martial-arts/videos/c2le01v1ex5o,BBC,Unknown,Health
134,Trump's budget bill is closer to becoming law - here are the remaining sticking points,"Potential rebels in the president's party have a range of concerns about the bill, from welfare cuts to national debt.",2025-07-02,https://www.bbc.com/news/articles/c20rrxjnx4lo,BBC,Unknown,Politics
135,"Facing intense pressure, House must now decide if Trump's bill is good enough",The president has said he views the legislation as an integral part of his political legacy.,2025-07-01,https://www.bbc.com/news/articles/cvg44yzwwl3o,BBC,Unknown,Politics
