id,title,description,date,url,source,country,category
34,Thousands turn out to mark Dalai Lama's 90 birthday,"Earlier this week, the exiled Tibetan spiritual leader confirmed plans for a successor.",2025-07-06,https://www.bbc.com/news/articles/c14eppgrgvno,BBC,United States,Culture
35,US deports eight men to South Sudan after legal battle,The US Supreme Court had overturned a judge's decision that the men be allowed to contest their removal.,2025-07-06,https://www.bbc.com/news/articles/c80p315krr4o,BBC,United States,Conflict
36,Key suspect arrested in shooting of Colombia senator,Police say Élder Arteaga masterminded the attempt on the life of presidential hopeful Miguel Uribe in June.,2025-07-05,https://www.bbc.com/news/articles/c77vzr1843ro,BBC,Colombia,General
37,"US aid workers wounded, says Gaza Humanitarian Foundation","Militants threw grenades at an aid centre in Khan Younis, the controversial relief organisation says.",2025-07-05,https://www.bbc.com/news/articles/cp3kx9pwxwwo,BBC,United States,Conflict
38,Australian PM vows 'full force of law' after arson attack at synagogue,"“Antisemitism has no place in Australia,” Anthony Albanese said after the latest in a string of attacks.",2025-07-06,https://www.bbc.com/news/articles/c0l4kljezydo,BBC,Australia,Conflict
39,Former Mossad official details how Israel eliminated Iran's military elite,The former deputy chief of the Israeli intelligence explains how technology and innovation played a key role for Israel in the 12-day conflict.,2025-07-05,https://www.bbc.com/news/videos/ckglkxl2d25o,BBC,Israel,Conflict
40,How Trump is using the 'Madman Theory' to try to change the world (and it's working),"Political scientists have a term for the tactic, that has been used by some leaders including Nixon, to persuade adversaries that they are temperamentally capable of anything, to extract concessions. But can it work in the long term?",2025-07-05,https://www.bbc.com/news/articles/czxww2kez0go,BBC,United States,Politics
41,"A boy saved by barbed wire, a 'destroyed' camp and missed warning signs in Texas floods",Survivors describe a deluge that pounced with devastating speed in the pre-dawn hours in central Texas.,2025-07-06,https://www.bbc.com/news/articles/c20w16wz953o,BBC,United States,General
42,Guru Dutt: The tragic life of an Indian cinematic genius,"This week marks the birth centenary of Guru Dutt, one of Bollywood's most iconic directors.",2025-07-05,https://www.bbc.com/news/articles/cq8z7wwpg0jo,BBC,United States,Culture
43,Israel's strike on bustling Gaza cafe killed a Hamas operative - but dozens more people were killed,"The attack raises more questions over whether Israel’s use of force is proportionate, as required by international law.",2025-07-04,https://www.bbc.com/news/articles/cgeqr73p8wyo,BBC,Israel,Conflict
44,Tennis hero Arthur Ashe's South African legacy: 'The first free black man I'd ever seen',"The tennis champion wanted to be remembered for fighting racism, not just his sporting prowess.",2025-07-04,https://www.bbc.com/news/articles/ckgdy59ey59o,BBC,United States,Sports
45,'Y'all need to get out now' - Texans reflect on flood devastation,Search and rescue efforts continue after flash floods swept through central Texas killing at least 51.,2025-07-06,https://www.bbc.com/news/videos/crmvx4z8j11o,BBC,United States,General
46,BBC visits house ripped from foundations in Texas floods,"At least 32 people have been killed, including 14 children, officials said, after flash floods hit Kerr County.",2025-07-05,https://www.bbc.com/news/videos/c75r1ddd63po,BBC,United States,General
47,Richard Gere joins Dalai Lama's 90th birthday celebrations,The Hollywood attended alongside thousands of Tibetan Buddhists in the Himalayan town of Dharamsala.,2025-07-06,https://www.bbc.com/news/videos/cwykpgkn9x1o,BBC,United States,Culture
48,Footballers and family lay flowers at funeral of Diogo Jota and André Silva,"Jota, 28, was laid to rest alongside his brother, Silva, 25, after they died in a car crash on Thursday.",2025-07-05,https://www.bbc.com/news/videos/cvg1vlp1v0yo,BBC,Unknown,Sports
49,Watch: Holiday park wiped out by Texas floods,"Jason Allen, correspondent at the BBC's US partner CBS, reports from Kerrville, Texas.",2025-07-05,https://www.bbc.com/news/videos/cpvjlg0l9jzo,BBC,United States,General
50,The sale of illegal cigarettes signals a deeper problem with UK high streets,"Some black market cigarettes have been found to contain dead flies and asbestos. But the trade nods to a wider issue, a BBC investigation has found.",2025-07-03,https://www.bbc.com/news/articles/cy9097lwxg9o,BBC,Uganda,Health
51,Seven ways Starmer's plan could change the NHS,The BBC looks at what the government's 10-year NHS plan could mean in practice.,2025-07-03,https://www.bbc.com/news/articles/cjd2y7dkjpxo,BBC,United Kingdom,Health
52,Women poisoned by fake Botox get apology from beautician,"As the BBC names a beautician who gave illegal jabs, two victims share their story.",2025-07-03,https://www.bbc.com/news/articles/c89eey7jjeno,BBC,United States,Health
53,Digital imaging cuts waiting times for skin cancer,A digital imaging service has reduced waiting times for patients with suspected skin cancers.,2025-07-03,https://www.bbc.com/news/articles/c98pxpnww14o,BBC,United States,Health
54,"New plan will fundamentally rewire NHS, says PM","But nurses, doctors and health experts say that more funding and extra staff are needed to make it a reality.",2025-07-02,https://www.bbc.com/news/articles/cy5wpe9r1d6o,BBC,United Kingdom,Health
55,Covid care home policy was 'least worst decision' - Hancock,Former health secretary Matt Hancock denied claims the government's attempt to throw a protective ring around care homes in early 2020 was empty rhetoric.,2025-07-02,https://www.bbc.com/news/articles/cp904053024o,BBC,South Africa,Health
56,What does hot weather do to the body?,"Hot weather during the summer can affect anyone, but some people run a greater risk of serious harm.",2025-06-19,https://www.bbc.com/news/articles/cy7n6m7y6yvo,BBC,United States,Health
57,Why are pollen levels making hay fever so bad this year?,"As pollen levels rise, what are the best ways to treat hay fever symptoms, and other useful advice.",2025-06-17,https://www.bbc.com/news/articles/cx2jevn2d1eo,BBC,United States,Health
58,What to do if you think someone has heat exhaustion or heatstroke,Know the signs and what to do if someone is unwell in hot weather.,2025-07-01,https://www.bbc.com/news/articles/ckgl51jjp3jo,BBC,United States,Health
59,Hot weather: How to sleep in the heat,Simple tips to help you get a good night's sleep during hot weather.,2025-06-30,https://www.bbc.com/news/articles/cpw7gp2ky70o,BBC,Unknown,Health
60,Catherine talks candidly of 'life-changing' cancer treatment,"Catherine says ""you put on a sort of brave face"" during treatment but afterwards it can also feel ""really difficult"".",2025-07-02,https://www.bbc.com/news/articles/c6257z1w5ypo,BBC,South Africa,Health
61,Is RFK Jr's divisive plan to Make America Healthy Again fearmongering - or revolutionary?,The most powerful public health official in the US is reviled by some medics - but even some of his critics accept that he is bringing drive to healthcare areas that have long been neglected,2025-06-30,https://www.bbc.com/news/articles/ceq7jx3dlj9o,BBC,United States,Health
62,How is your hospital doing as NHS battles to bring down waiting times?,Use our interactive tracker to see if treatment waits are getting better at your local hospital,2025-06-26,https://www.bbc.com/news/articles/cedg8dz7996o,BBC,United States,Health
63,Emma is doing something she swore she never would - buying her kids vapes,"One month on from the disposable vape ban, one mum says it has had little impact on her children's nicotine consumption.",2025-06-28,https://www.bbc.com/news/articles/czdv3jq1pnyo,BBC,Unknown,Health
64,"I lost £15,000 after going to an IVF middleman","Companies that act as ""middlemen"" between patients and doctors are not regulated by the fertility watchdog.",2025-06-25,https://www.bbc.com/news/articles/cm2eyzndlvvo,BBC,Unknown,Health
65,How to stay safe at festivals this summer,The UKHSA and Somerset Council have put together a list on how to stay safe at festivals this summer.,2025-06-15,https://www.bbc.com/news/articles/cje752yzp0lo,BBC,United Kingdom,Health
66,Stop telling me to lower my cortisol - it's making me stressed!,Can social media hacks really help bring down your cortisol levels?,2025-06-21,https://www.bbc.com/news/articles/cg5z6l19rv6o,BBC,United States,Health
67,'Our sister died of cancer because of our mum's conspiracy theories',Paloma Shemirani’s brothers say she refused chemotherapy because of their mother’s beliefs.,2025-06-23,https://www.bbc.com/news/articles/crenzwyvpn1o,BBC,United States,Health
68,How does a £1.6m fine affect an NHS trust?,How will the largest fine over maternity deaths impact the NHS and the families it failed?,2025-06-20,https://www.bbc.com/news/articles/ckgrjr7emlgo,BBC,United States,Health
69,My dad gave me a kidney - now I can have my dream wedding,Kieran Innes was worried he would have to curtail his future plans when his kidneys failed.,2025-06-15,https://www.bbc.com/news/articles/cm2yvk5zd2yo,BBC,Unknown,Health
70,Mood swings fuelled Heston Blumenthal's genius. But the highs got higher and the lows got darker,A new BBC documentary looks at how a diagnosis of bipolar disorder at 57 changed the celebrity chef's life.,2025-06-13,https://www.bbc.com/news/articles/cy5e6l06rlvo,BBC,United States,Health
71,I'm an NHS leader - but mum still suffered at hands of health service because she was black,NHS Confederation chair Lord Adebowale says his mother's death illustrates inequalities in the system.,2025-06-13,https://www.bbc.com/news/articles/c3v5q2n4gpxo,BBC,United States,Health
72,We always joked dad looked nothing like his parents - then we found out why,Matthew's father died late last year - before learning the truth about his family history.,2025-06-07,https://www.bbc.com/news/articles/c4gexw7l7rwo,BBC,Unknown,Health
73,World-first blood cancer therapy to be given on NHS,It sneaks toxic drugs inside cancer cells to hit them hard while minimising side-effects.,2025-06-13,https://www.bbc.com/news/articles/ckg4kj2nxjgo,BBC,United Kingdom,Health
74,Handwritten notes reveal Churchill's penicillin concern ahead of D-Day,Handwritten notes show the wartime prime minister's frustration over slow penicillin production.,2025-06-06,https://www.bbc.com/news/articles/cj09v52l8v4o,BBC,United States,Health
75,Hospital backlog drops to lowest level in two years,But the NHS in England is still well below its target for seeing patients within 18 weeks.,2025-06-12,https://www.bbc.com/news/articles/c9dqzv316pvo,BBC,United Kingdom,Health
76,MPs set to vote on decriminalising abortion in England and Wales,Women would never be prosecuted for terminating a pregnancy under proposed new laws.,2025-06-10,https://www.bbc.com/news/articles/cg5v900v1y6o,BBC,United Kingdom,Health
77,"We quit our jobs, sold our home twice and spent 10 years fighting for the truth",A NHS trust and hospital manager have been found guilty of health and safety failings over the death of Alice Figueiredo.,2025-06-09,https://www.bbc.com/news/articles/cdxn5d4dzrwo,BBC,United States,Health
78,Cervical screening invites to change in England,"Invitations be sent out by the NHS every five years instead of every three for women aged 25-49 in England, if they have a negative test.",2025-06-10,https://www.bbc.com/news/articles/c4g7rkly5z2o,BBC,United Kingdom,Health
79,Martha doctor's failings 'particularly grave',A medical tribunal has found a senior doctor's failings amounted to gross negligence and misconduct.,2025-06-11,https://www.bbc.com/news/articles/cn9jnwvgenjo,BBC,Unknown,Health
80,The English neighbourhood that claims to hold the secret to fixing the NHS,"With public satisfaction in the NHS just 21%, one area has a plan to shake up its services that could reduce GP waiting lists, as well as unblock hospital beds - but can it really work nationwide?",2025-04-07,https://www.bbc.com/news/articles/cn4w2p79v9eo,BBC,United States,Health
81,Why are disposable vapes being banned and how harmful is vaping?,It will be illegal to sell or supply disposable vapes from 1 June 2025.,2025-05-30,https://www.bbc.com/news/articles/czxyny0w7wdo,BBC,Unknown,Health
82,Labour's plan for benefits throws up a bigger dilemma,The debate has sparked a wider dilemma about the broader purpose of welfare,2025-03-17,https://www.bbc.com/news/articles/cvgev3dvz3jo,BBC,Unknown,Health
83,First place in British Isles set to approve right to die,Laws in the Isle of Man to let terminally ill adults end their own lives are in the last stages of debate.,2025-02-25,https://www.bbc.com/news/articles/c78ed70qep7o,BBC,United Kingdom,Health
84,Generation K: The disturbing rise of ketamine abuse among young people,"Increasing numbers of young people are using the drug, experts say. The health impacts can be catastrophic.",2025-02-25,https://www.bbc.com/news/articles/c5y0g2gnjrqo,BBC,United States,Health
85,Assisted dying bill: What is in proposed law?,The proposed law would allow some terminally ill adults to end their own lives. But there are requirements.,2024-11-29,https://www.bbc.com/news/articles/cx2l7m6r55do,BBC,Unknown,Health
86,'My first cervical screening was over before I knew it',"The BBC speaks to six people about their first cervical screening, and what they wish they'd known beforehand.",2025-02-02,https://www.bbc.com/news/articles/cd0jkk3nnrlo,BBC,Unknown,Health
87,Is the system letting down people who were harmed by Covid vaccines?,People affected by rare blood clots say they feel they have been airbrushed out of the pandemic.,2024-10-23,https://www.bbc.com/news/articles/c1d5d6nng67o,BBC,United States,Health
88,How will weight-loss drugs change our relationship with food?,"The rise of these treatments has major implications for how we think about obesity, says James Gallagher.",2024-10-19,https://www.bbc.com/news/articles/c4g518d5j5lo,BBC,Unknown,Health
89,"NHS needs better plan around weight loss jabs, warn experts",Experts call for an urgent review of obesity treatment services amid booming demand for weight loss jabs.,2024-10-16,https://www.bbc.com/news/articles/c5y03p4xlx8o,BBC,United Kingdom,Health
90,How many of us will end up being diagnosed with ADHD?,Experts suggest that the number of people with ADHD is actually going to remain steady.,2024-09-15,https://www.bbc.com/news/articles/c3ejky0dy47o,BBC,United States,Health
91,The junior doctors' strikes may be over. But is trouble ahead?,The end of the pay dispute sounded too good to be true. And now some are wondering if it might be.,2024-08-02,https://www.bbc.com/news/articles/c19kdyyxzr3o,BBC,Russia,Health
92,Why we might never know the truth about ultra-processed foods,Experts can’t agree how exactly they affect us and it’s not clear that science will give us an answer.,2024-07-27,https://www.bbc.com/news/articles/cpe3pppw1z7o,BBC,United States,Health
93,Are weight-loss injections the answer to obesity?,The appeal is clear - but should we be turning to appetite-suppressing injections?,2023-03-19,https://www.bbc.co.uk/news/health-64677915,BBC,Unknown,Health
94,Covid inquiry hears of 'generational slaughter',Relatives of care home residents tell the Covid inquiry they will never get over how their loved ones died.,2025-06-30,https://www.bbc.com/news/articles/cy8kkxn20ddo,BBC,Unknown,Health
95,Covid inquiry to look at impact on care services,"The Covid inquiry will examine the impact of the pandemic on care services, starting on Monday.",2025-06-30,https://www.bbc.com/news/articles/c62dg6xvy6no,BBC,Unknown,Health
96,The Covid Inquiry Podcast: 'I wasn't the decision maker',The Inquiry hears from the lead of the test and trace unit,2025-05-31,https://www.bbc.co.uk/sounds/play/p0lfjj18,BBC,Unknown,Health
97,Cash to isolate 'would have cut Covid deaths',Baroness Dido Harding tells Covid inquiry Rishi Sunak blocked higher support payments.,2025-05-28,https://www.bbc.com/news/articles/cy8nvl37zkdo,BBC,United Kingdom,Health
98,"Johnson wanted tighter Covid rules, inquiry hears","In his diaries, Lord Vallance wrote that ex-PM thought rules were not ruthless enough.",2025-05-22,https://www.bbc.com/news/articles/c5y82pll0epo,BBC,South Africa,Health
99,Hancock criticises 'wholly naive' Covid inquiry,The former health secretary was giving evidence about medical equipment deals during the pandemic.,2025-03-19,https://www.bbc.com/news/articles/cd65ev8z7z6o,BBC,South Africa,Health
100,Mone accuses Covid inquiry of 'cover-up',"She says husband Doug Barrowman and her are targets of a ""politically motivated witch hunt"".",2025-03-13,https://www.bbc.com/news/articles/ce8mr2kz222o,BBC,United States,Health
101,Michael Gove denies trying to circumvent Dyson ventilator checks,Former cabinet minister says it would be ludicrous to suggest he tried to shortcut safety checks in the pandemic.,2025-03-11,https://www.bbc.com/news/articles/czrnkv4rz5vo,BBC,United States,Health
102,Michelle Mone-linked PPE firm evidence to be heard in private,"Covid inquiry says hearings into the firm, led by Michelle Mone's husband, must be held in closed session.",2025-02-26,https://www.bbc.com/news/articles/c8rkj8pv684o,BBC,United States,Health
103,Large UK-wide pandemic preparedness tests planned this year,The stress test will involve thousands of people to help the UK prepare for potential future threats.,2025-01-16,https://www.bbc.com/news/articles/cj910k8g4l0o,BBC,Uganda,Health
104,Families failed by Covid jabs tell inquiry of pain,They said there was no support after the death and harm suffered by their loved ones.,2025-01-15,https://www.bbc.com/news/articles/c4gzleyydp8o,BBC,Unknown,Health
105,NHS hours from PPE running out in Covid - Hancock,"Former health secretary tells inquiry some healthcare settings did run out - ""and it was awful"".",2024-11-21,https://www.bbc.com/news/articles/ce89k5j27z1o,BBC,United Kingdom,Health
106,Covid inquiry told Treasury blocked NHS bed request,"NHS England chief executive Amanda Pritchard says the decision, in July 2020, was very disappointing.",2024-11-11,https://www.bbc.com/news/articles/c4gpwz3qyr0o,BBC,United Kingdom,Health
107,Covid inquiry told top NHS doctor was terrified,Sir Stephen Powis says points-based tool was drawn up should need to prioritise patients have arisen.,2024-11-07,https://www.bbc.com/news/articles/cd0gdzdv53yo,BBC,United Kingdom,Health
108,How close were hospitals to collapse in Covid?,"The Covid inquiry restarts its live hearings this week, after senior staff in the NHS revealed just how close some hospitals were to collapse",2024-10-28,https://www.bbc.com/news/articles/c78dl0xv7y2o,BBC,United States,Health
109,Covid inquiry told of trust do-not-resuscitate rule,Patients' families were “horrified but not surprised” when told the blanket policy had been in place.,2024-10-10,https://www.bbc.com/news/articles/cd98vpxgp7ko,BBC,United States,Health
110,"We were not treated as parents, Covid inquiry told",Mum of premature twins says rigid restrictions on birthing wards during Covid were traumatic.,2024-10-07,https://www.bbc.com/news/articles/c70z1ppyv5eo,BBC,Unknown,Health
111,'Menopause made me forget my name',Kirsty Dixon from York runs support groups for women going through the menopause.,2025-07-06,https://www.bbc.com/news/articles/c5y2pn11m9no,BBC,United Kingdom,Health
112,No date for restarting baby deliveries at hospital,A maternity suite at the University Hospital of Hartlepool is suffering staff shortages.,2025-07-04,https://www.bbc.com/news/articles/cew0n0gyvxyo,BBC,Unknown,Health
113,GP to discuss women's health issues online,"The webinars will be run by a GP, who can answer any questions people have about women's health.",2025-06-24,https://www.bbc.com/news/articles/cd6g4wxwx6zo,BBC,United States,Health
114,'Endometriosis is so much more than painful periods',Mia Rose Harrison says more awareness of the condition is needed.,2025-06-21,https://www.bbc.com/news/articles/cn842ly7q38o,BBC,Unknown,Health
115,New nature health scheme aims to boost well-being,"The RSPB, which helped draw up the scheme, says it has been a success in other parts of the UK.",2025-05-28,https://www.bbc.com/news/articles/cgr54r2kky8o,BBC,Uganda,Health
116,Horse charity calls on NHS to fund equine services,"Horses for Wellbeing says the funding would see children get help before they ""hit crisis point"".",2025-05-22,https://www.bbc.com/news/articles/cy8d927xllzo,BBC,United Kingdom,Health
117,Nature festival launched at national Park,"Events included wildlife walks, art sessions and the chance to meet an Exmoor pony.",2025-05-17,https://www.bbc.com/news/articles/cn5y21yg9l9o,BBC,South Africa,Health
118,Inside Health,James Gallagher looks at the evidence for claims the benefits of sun could outweigh risks.,2025-07-01,https://www.bbc.co.uk/sounds/play/m002f8lt,BBC,Unknown,Health
119,Tom Grennan opens up about therapy and imposter syndrome,Roman Kemp & Tom Grennan dive into therapy on the You About? podcast.,2025-06-27,https://www.bbc.com/news/videos/czdvnyvvv9yo,BBC,Unknown,Health
120,Lost something? You need an 'FBI mindset' to find it...,Drs Chris and Xand van Tulleken discuss how to find something when you lose it.,2025-06-24,https://www.bbc.com/news/videos/cjwn4zgpw4po,BBC,United States,Health
121,'Just speak to someone' - Pimblett's mental health advice,UFC star Paddy Pimblett speaks with BBC Sport's Sam Harris about dealing with mental health issues.,2025-06-24,https://www.bbc.com/sport/mixed-martial-arts/videos/c2le01v1ex5o,BBC,United States,Health
122,Iconic former White Sox pitcher Jenks dies aged 44,Former Chicago White Sox pitcher Bobby Jenks dies at the age of 44 from a rare form of stomach cancer.,2025-07-06,https://www.bbc.com/sport/baseball/articles/crrqek77505o,BBC,South Africa,Sports
123,Trump's 'Shylock' comment draws outcry from Jewish groups,"Trump described some bankers as ""Shylocks"" at a rally. He said later he did not realise it was antisemitic.",2025-07-05,https://www.bbc.com/news/articles/c80p3v0xx53o,BBC,United States,Conflict
124,Kilmar Ábrego García alleges torture and abuse in El Salvador prison,The 29-year-old is now detained in Tennessee after being returned to the US and is awaiting trial on human smuggling charges.,2025-07-03,https://www.bbc.com/news/articles/cgq7nxkpkp4o,BBC,El Salvador,Legal
125,"Congress passes Trump's 'big, beautiful bill' cutting taxes and spending",The president wins over sparring factions within his own party to get the bill passed after months of wrangling.,2025-07-03,https://www.bbc.com/news/articles/cddz3n6vz0go,BBC,United States,Conflict
126,Boxer Julio Cesar Chavez Jr arrested by US immigration,"The boxer, who fought against Jake Paul on Saturday, is accused of ties to the Sinaloa drug cartel.",2025-07-03,https://www.bbc.com/news/articles/czrypmzp88xo,BBC,United States,Conflict
127,What will Trump's tax and spending bill do to the US national debt?,US President Donald Trump's tax and spending bill has sparked intense debate. BBC Verify's policy and analysis correspondent Ben Chu has been looking at what the bill could do to the US national debt.,2025-07-03,https://www.bbc.com/news/videos/c89edlke1zno,BBC,United States,Politics
128,Trump signs sweeping tax and spending bill into law,A signing ceremony at the White House on Friday afternoon kicked off celebrations for 4 July.,2025-07-04,https://www.bbc.com/news/articles/cpvjlj3n1vmo,BBC,United States,Politics
129,"Diddy's reputation is tarnished, but could he find a way back?","The rap star is facing more prison time but was cleared of the most serious charges, and still has loyal fans.",2025-07-03,https://www.bbc.com/news/articles/cd0vdx41ddzo,BBC,United States,Conflict
130,"White House to host UFC fight, Trump announces",Trump says the fight would be part of next year's celebration of 250 years of American independence.,2025-07-04,https://www.bbc.com/news/articles/c1mzxz1m9meo,BBC,United States,Sports
131,Reservoir Dogs actor Michael Madsen dies aged 67,"The actor, a near-constant presence in Quentin Tarantino movies, is believed to have died of cardiac arrest.",2025-07-03,https://www.bbc.com/news/articles/cnvmry62zpdo,BBC,Unknown,Entertainment
132,US Supreme Court to review bans on trans athletes in female sports,"The top court will hear challenges to state laws banning transgender athletes in female sports, in a case that could have nation-wide implications.",2025-07-03,https://www.bbc.com/news/articles/c628npq154go,BBC,United States,Sports
