id,title,description,date,url,source,country,category
22,日本大阪世博会中国馆“浙江周”系列活动开幕,中新网杭州7月12日电(鲍梦妮)据浙江省人民政府消息，7月12日，日本大阪世博会中国馆“浙江周”系列活动在大阪开幕。,2025-07-12,http://www.chinanews.com/sh/2025/07-12/10446954.shtml,China News Service,China,Politics
23,第七届中国粮食交易大会在辽宁沈阳开幕,中新网沈阳7月12日电 (记者 韩宏)第七届中国粮食交易大会12日在辽宁沈阳开幕，来自全国的4000多家企业，2万余名行业人员参会。,2025-07-12,http://www.chinanews.com/sh/2025/07-12/10446952.shtml,China News Service,China,Business
24,特朗普称对墨西哥、欧盟征收30%关税,当地时间7月12日，美国总统特朗普在社交媒体平台“真实社交”上发布致墨西哥和欧盟的信件，宣布自2025年8月1日起，美国将对来自墨西哥和欧盟的输美产品征收30%的关税。,2025-07-12,http://www.chinanews.com/gj/2025/07-12/10446969.shtml,China News Service,China,Politics
25,特朗普：对欧盟和墨西哥商品征收30%关税,中新网7月12日电 当地时间12日，美国总统特朗普在社交媒体上发布了致欧盟和墨西哥领导人的信函，称美国将对欧盟、墨西哥输美商品征收30%关税。,2025-07-12,http://www.chinanews.com/gj/2025/07-12/10446968.shtml,China News Service,China,Conflict
26,上合组织数字经济高校联盟在天津成立,中新网天津7月12日电 (记者 孙玲玲)11日，由国家数据局、天津市人民政府主办，南开大学承办的2025上合组织数字经济论坛高校合作主题论坛在天津天开高教科创园举办。论坛上，由南开大学发起倡议，中国高校携手上合组织成员国高校共同参与的“上合组织数字经济高校联盟”正式成立。,2025-07-12,http://www.chinanews.com/sh/2025/07-12/10446953.shtml,China News Service,China,Politics
27,学习手记｜“只有交流互鉴，一种文明才能充满生命力”,,2025-07-12,http://www.chinanews.com/gn/2025/07-12/10446967.shtml,China News Service,China,Culture
28,山东博物馆暑期“上新”数智文化展厅,"7月12日，山东济南，家长和孩子头戴VR眼镜，潜入虚拟海底探险。中新社记者 赵晓 摄  

7月12日，山东济南，观众在动感影院观看VR大电影《敦煌：时间的守护者》。中新社记者 赵晓 摄    

7月12日，山东济南，家长带孩子参观和认识海洋标本。中新社记者 赵晓 摄    

7月12日，山东济南，小朋友参观海洋标本。中新社记者 赵晓 摄    

7月12日，山东济南，学生们被海洋标本甘氏巨螯蟹吸引。中新社记者 赵晓 摄",2025-07-12,http://www.chinanews.com/tp/2025/07-12/10446957.shtml,China News Service,China,Culture
29,海南万宁日月湾：暑期浪尖狂欢正当时,"图为游客在日月湾体验冲浪运动。中新社记者 骆云飞 摄  

图为一位小朋友在日月湾体验冲浪运动。中新社记者 骆云飞 摄  

图为众多游客在日月湾嬉水游玩。中新社记者 骆云飞 摄  

图为一位小朋友在日月湾体验冲浪运动。中新社记者 骆云飞 摄  

图为小朋友坐在冲浪板上嬉水。中新社记者 骆云飞 摄   

图为游客在日月湾体验冲浪运动。中新社记者 骆云飞 摄  

图为小朋友在日月湾体验冲浪运动。中新社记者 骆云飞 摄  

图为一位小朋友在日月湾体验冲浪运动。中新社记者 骆云飞 摄  

图为游客在日月湾体验冲浪运动。中新社记者 骆云飞 摄  

图为游客在日月湾体验冲浪后打卡拍照。中新社记者 骆云飞 摄  

图为众多游客在日月湾嬉水游玩。中新社记者 骆云飞 摄  

图为一位小朋友在日月湾体验冲浪运动。中新社记者 骆云飞 摄",2025-07-12,http://www.chinanews.com/tp/2025/07-12/10446955.shtml,China News Service,China,General
30,1396份老兵手印“诉说”抗战往事,中新网长沙7月12日电 题：1396份老兵手印“诉说”抗战往事,2025-07-12,http://www.chinanews.com/sh/2025/07-12/10446951.shtml,China News Service,China,Conflict
31,国家统计局关于2025年夏粮产量数据的公告,根据对全国25个夏粮生产省（区、市）的调查，2025年全国夏粮播种面积、单位面积产量、总产量如下： 　　一、全国夏粮播种面积26578.4千公顷（39867.6万亩），比2024年减少34.7千公顷（52.0万亩），下降0.1%。其中小麦播种面积23073.3千公顷（34610.0万亩），比2024年减少17.4千公顷（26.1万亩），下降0.1%。 　　...,2025-07-10,https://www.stats.gov.cn/sj/zxfb/202507/t20250710_1960379.html,National Bureau of Statistics,United States,General
32,2025年6月份居民消费价格同比上涨0.1%,2025年6月份，全国居民消费价格同比上涨0.1%。其中，城市上涨0.1%，农村下降0.2%；食品价格下降0.3%，非食品价格上涨0.1%；消费品价格下降0.2%，服务价格上涨0.5%。上半年，全国居民消费价格比上年同期下降0.1%。 　　6月份，全国居民消费价格环比下降0.1%。其中，城市下降0.1%，农村持平；食品价格下降0.4%，非食...,2025-07-09,https://www.stats.gov.cn/sj/zxfb/202507/t20250709_1960370.html,National Bureau of Statistics,Unknown,Culture
33,2025年6月份工业生产者出厂价格同比下降3.6%,2025年6月份，全国工业生产者出厂价格同比下降3.6%，环比下降0.4%；工业生产者购进价格同比下降4.3%，环比下降0.7%。上半年，工业生产者出厂价格比上年同期下降2.8%，工业生产者购进价格下降2.9%。   　　一、工业生产者价格同比变动情况 　　6月份，工业生产者出厂价格中，生产资料价格下降4.4%，影响工业生产...,2025-07-09,https://www.stats.gov.cn/sj/zxfb/202507/t20250709_1960367.html,National Bureau of Statistics,United States,General
34,2025年6月下旬流通领域重要生产资料市场价格变动情况,中国统计信息服务中心　卓创资讯 　　据对全国流通领域9大类50种重要生产资料市场价格的监测显示，2025年6月下旬与6月中旬相比，26种产品价格上涨，20种下降，4种持平。 2025年6月下旬流通领域重要生产资料市场价格变动情况 产品名称单位本期价格（元）比上期价格涨跌（元）涨跌幅(%)一、黑色金属    螺纹钢（Φ2...,2025-07-04,https://www.stats.gov.cn/sj/zxfb/202507/t20250703_1960315.html,National Bureau of Statistics,United States,Business
35,2025年6月中国采购经理指数运行情况,国家统计局服务业调查中心中国物流与采购联合会 　　一、中国制造业采购经理指数运行情况 　　6月份，制造业采购经理指数（PMI）为49.7%，比上月上升0.2个百分点，制造业景气水平继续改善。  　　从企业规模看，大型企业PMI为51.2%，比上月上升0.5个百分点，高于临界点；中型企业PMI为48.6%，比上月上升1.1个百分点...,2025-06-30,https://www.stats.gov.cn/sj/zxfb/202506/t20250630_1960283.html,National Bureau of Statistics,United States,Business
36,2025年1—5月份全国规模以上工业企业利润下降1.1%,1—5月份，全国规模以上工业企业实现利润总额27204.3亿元，同比下降1.1%（按可比口径计算，详见附注二）。 　　1—5月份，规模以上工业企业中，国有控股企业实现利润总额8709.5亿元，同比下降7.4%；股份制企业实现利润总额20170.7亿元，下降1.5%；外商及港澳台投资企业实现利润总额6856.8亿元，增长0.3%；私营企业...,2025-06-27,https://www.stats.gov.cn/sj/zxfb/202506/t20250627_1960270.html,National Bureau of Statistics,Hong Kong,Business
37,2024年全国文化及相关产业发展情况报告,2024年，在以习近平同志为核心的党中央坚强领导下，各地区各部门认真贯彻落实党中央、国务院决策部署，优化文化服务和文化产品供给，文化及相关产业较快发展，产业经营效益稳步提升，文化新业态持续发力，研发投入和投资规模保持增长。 　　一、生产经营情况 　　（一）文化及相关产业营业收入规模超19万亿元，再...,2025-06-27,https://www.stats.gov.cn/sj/zxfb/202506/t20250627_1960269.html,National Bureau of Statistics,United States,Culture
38,2025年6月中旬流通领域重要生产资料市场价格变动情况,中国统计信息服务中心　卓创资讯 　　据对全国流通领域9大类50种重要生产资料市场价格的监测显示，2025年6月中旬与6月上旬相比，27种产品价格上涨，17种下降，6种持平。 2025年6月中旬流通领域重要生产资料市场价格变动情况 产品名称单位本期价格（元）比上期价格涨跌（元）涨跌幅(%)一、黑色金属    螺纹钢（Φ2...,2025-06-24,https://www.stats.gov.cn/sj/zxfb/202506/t20250623_1960227.html,National Bureau of Statistics,United States,Business
39,5月份国民经济运行总体平稳、稳中有进,（2025年6月16日） 国家统计局 　　5月份，在以习近平同志为核心的党中央坚强领导下，各地区各部门认真贯彻落实党中央、国务院决策部署，坚持稳中求进工作总基调，完整准确全面贯彻新发展理念，加快构建新发展格局，扎实推动高质量发展，加紧实施更加积极有为的宏观政策，国民经济顶住压力平稳运行，生产需求稳定增长...,2025-06-16,https://www.stats.gov.cn/sj/zxfb/202506/t20250616_1960173.html,National Bureau of Statistics,United States,Business
40,2025年5月份规模以上工业增加值增长5.8%,5月份，规模以上工业增加值同比实际增长5.8%（增加值增速均为扣除价格因素的实际增长率）。从环比看，5月份，规模以上工业增加值比上月增长0.61%。1—5月份，规模以上工业增加值同比增长6.3%。  　　分三大门类看，5月份，采矿业增加值同比增长5.7%，制造业增长6.2%，电力、热力、燃气及水生产和供应业增长2.2%。...,2025-06-16,https://www.stats.gov.cn/sj/zxfb/202506/t20250616_1960172.html,National Bureau of Statistics,United States,Business
41,2025年1—5月份全国固定资产投资增长3.7%,2025年1—5月份，全国固定资产投资（不含农户）191947亿元，同比增长3.7%（按可比口径计算，详见附注7）。其中，民间固定资产投资同比持平。从环比看，5月份固定资产投资（不含农户）增长0.05%。  　　分产业看，第一产业投资3847亿元，同比增长8.4%；第二产业投资67996亿元，增长11.4%；第三产业投资120104亿元，...,2025-06-16,https://www.stats.gov.cn/sj/zxfb/202506/t20250616_1960171.html,National Bureau of Statistics,United States,Elections
42,2025年1—5月份全国房地产市场基本情况,一、房地产开发投资完成情况 　　1—5月份，全国房地产开发投资36234亿元，同比下降10.7%（按可比口径计算，详见附注6）；其中，住宅投资27731亿元，下降10.0%。  　　1—5月份，房地产开发企业房屋施工面积625020万平方米，同比下降9.2%。其中，住宅施工面积435354万平方米，下降9.6%。房屋新开工面积23184万平...,2025-06-16,https://www.stats.gov.cn/sj/zxfb/202506/t20250616_1960170.html,National Bureau of Statistics,United States,Business
43,2025年5月份社会消费品零售总额增长6.4%,5月份，社会消费品零售总额41326亿元，同比增长6.4%。其中，除汽车以外的消费品零售额37316亿元，增长7.0%。1—5月份，社会消费品零售总额203171亿元，增长5.0%。其中，除汽车以外的消费品零售额184324亿元，增长5.6%。  　　按经营单位所在地分，5月份，城镇消费品零售额36057亿元，同比增长6.5%；乡村消费品零售...,2025-06-16,https://www.stats.gov.cn/sj/zxfb/202506/t20250616_1960169.html,National Bureau of Statistics,China,General
44,2025年5月份能源生产情况,5月份，规模以上工业（以下简称规上工业）原煤、原油、天然气生产增速加快，电力生产平稳增长。 　　一、原煤、原油和天然气生产及相关情况 　　原煤生产增速加快。5月份，规上工业原煤产量4.0亿吨，同比增长4.2%，增速比4月份加快0.4个百分点；日均产量1301万吨。 　　1—5月份，规上工业原煤产量19.9亿吨，同比...,2025-06-16,https://www.stats.gov.cn/sj/zxfb/202506/t20250616_1960167.html,National Bureau of Statistics,United States,Business
45,2025年5月份70个大中城市商品住宅销售价格变动情况,表1：2025年5月70个大中城市新建商品住宅销售价格指数 城市环比同比1-5月平均城市环比同比1-5月平均上月=100上年同月=100上年同期=100上月=100上年同月=100上年同期=100北　　京99.695.794.7唐　　山99.593.092.6天　　津99.598.097.8秦 皇 岛99.593.793.1石 家 庄99.796.796.3包　　头99.793.893.6太　　原100.0100.91...,2025-06-16,https://www.stats.gov.cn/sj/zxfb/202506/t20250616_1960163.html,National Bureau of Statistics,United States,General
46,2025年6月上旬流通领域重要生产资料市场价格变动情况,中国统计信息服务中心　卓创资讯 　　据对全国流通领域9大类50种重要生产资料市场价格的监测显示，2025年6月上旬与5月下旬相比，11种产品价格上涨，35种下降，4种持平。 2025年6月上旬流通领域重要生产资料市场价格变动情况 产品名称单位本期价格（元）比上期价格涨跌（元）涨跌幅(%)一、黑色金属    螺纹钢（Φ2...,2025-06-14,https://www.stats.gov.cn/sj/zxfb/202506/t20250613_1960154.html,National Bureau of Statistics,United States,Business
47,2025年5月份居民消费价格同比下降0.1%,2025年5月份，全国居民消费价格同比下降0.1%。其中，城市持平，农村下降0.4%；食品价格下降0.4%，非食品价格持平；消费品价格下降0.5%，服务价格上涨0.5%。1&shy;&shy;—5月平均，全国居民消费价格比上年同期下降0.1%。 　　5月份，全国居民消费价格环比下降0.2%。其中，城市下降0.2%，农村下降0.2%；食品价格下降0...,2025-06-09,https://www.stats.gov.cn/sj/zxfb/202506/t20250609_1960094.html,National Bureau of Statistics,Unknown,Culture
48,2025年5月份工业生产者出厂价格同比下降3.3%,2025年5月份，全国工业生产者出厂价格同比下降3.3%，环比下降0.4%；工业生产者购进价格同比下降3.6%，环比下降0.6%。1—5月平均，工业生产者出厂价格和购进价格比上年同期均下降2.6%。   　　一、工业生产者价格同比变动情况 　　5月份，工业生产者出厂价格中，生产资料价格下降4.0%，影响工业生产者出厂价格总...,2025-06-09,https://www.stats.gov.cn/sj/zxfb/202506/t20250609_1960093.html,National Bureau of Statistics,United States,General
49,2025年5月下旬流通领域重要生产资料市场价格变动情况,中国统计信息服务中心　卓创资讯 　　据对全国流通领域9大类50种重要生产资料市场价格的监测显示，2025年5月下旬与5月中旬相比，11种产品价格上涨，38种下降，1种持平。 2025年5月下旬流通领域重要生产资料市场价格变动情况 产品名称单位本期价格（元）比上期价格涨跌（元）涨跌幅(%)一、黑色金属    螺纹钢（Φ2...,2025-06-04,https://www.stats.gov.cn/sj/zxfb/202506/t20250603_1959991.html,National Bureau of Statistics,United States,Business
50,2025年5月中国采购经理指数运行情况,国家统计局服务业调查中心中国物流与采购联合会 　　一、中国制造业采购经理指数运行情况 　　5月份，制造业采购经理指数（PMI）为49.5%，比上月上升0.5个百分点，制造业景气水平改善。  　　从企业规模看，大型企业PMI为50.7%，比上月上升1.5个百分点，高于临界点；中型企业PMI为47.5%，比上月下降1.3个百分点，低...,2025-05-31,https://www.stats.gov.cn/sj/zxfb/202505/t20250531_1959985.html,National Bureau of Statistics,United States,Business
51,2025年1—4月份全国规模以上工业企业利润增长1.4%,1—4月份，全国规模以上工业企业实现利润总额21170.2亿元，同比增长1.4%（按可比口径计算，详见附注二）。 　　1—4月份，规模以上工业企业中，国有控股企业实现利润总额7022.8亿元，同比下降4.4%；股份制企业实现利润总额15596.4亿元，增长1.1%；外商及港澳台投资企业实现利润总额5429.2亿元，增长2.5%；私营企业...,2025-05-27,https://www.stats.gov.cn/sj/zxfb/202505/t20250527_1959963.html,National Bureau of Statistics,Hong Kong,Business
52,2025年5月中旬流通领域重要生产资料市场价格变动情况,中国统计信息服务中心　卓创资讯 　　据对全国流通领域9大类50种重要生产资料市场价格的监测显示，2025年5月中旬与5月上旬相比，24种产品价格上涨，24种下降，2种持平。 2025年5月中旬流通领域重要生产资料市场价格变动情况 产品名称单位本期价格（元）比上期价格涨跌（元）涨跌幅(%)一、黑色金属    螺纹钢（Φ2...,2025-05-24,https://www.stats.gov.cn/sj/zxfb/202505/t20250523_1959935.html,National Bureau of Statistics,United States,Business
53,4月份国民经济顶住压力稳定增长,（2025年5月19日）国家统计局 　　4月份，面对外部冲击影响加大、内部困难挑战叠加的复杂局面，在以习近平同志为核心的党中央坚强领导下，各地区各部门认真贯彻落实党中央、国务院决策部署，坚持稳中求进工作总基调，完整准确全面贯彻新发展理念，加快构建新发展格局，扎实推动高质量发展，加紧实施更加积极有为的宏观...,2025-05-19,https://www.stats.gov.cn/sj/zxfb/202505/t20250519_1959864.html,National Bureau of Statistics,United States,Business
54,2025年4月份规模以上工业增加值增长6.1%,4月份，规模以上工业增加值同比实际增长6.1%（增加值增速均为扣除价格因素的实际增长率）。从环比看，4月份，规模以上工业增加值比上月增长0.22%。1—4月份，规模以上工业增加值同比增长6.4%。   　　分三大门类看，4月份，采矿业增加值同比增长5.7%，制造业增长6.6%，电力、热力、燃气及水生产和供应业增长2.1%...,2025-05-19,https://www.stats.gov.cn/sj/zxfb/202505/t20250519_1959862.html,National Bureau of Statistics,United States,Business
55,2025年1—4月份全国固定资产投资增长4.0%,2025年1—4月份，全国固定资产投资（不含农户）147024亿元，同比增长4.0%（按可比口径计算，详见附注7）。其中，民间固定资产投资同比增长0.2%。从环比看，4月份固定资产投资（不含农户）增长0.10%。  　　分产业看，第一产业投资2971亿元，同比增长13.2%；第二产业投资51778亿元，增长11.7%；第三产业投资92275亿...,2025-05-19,https://www.stats.gov.cn/sj/zxfb/202505/t20250519_1959860.html,National Bureau of Statistics,United States,Elections
56,2025年1—4月份全国房地产市场基本情况,一、房地产开发投资完成情况 　　1—4月份，全国房地产开发投资27730亿元，同比下降10.3%（按可比口径计算，详见附注6）；其中，住宅投资21179亿元，下降9.6%。  　　1—4月份，房地产开发企业房屋施工面积620315万平方米，同比下降9.7%。其中，住宅施工面积431937万平方米，下降10.1%。房屋新开工面积17836万平...,2025-05-19,https://www.stats.gov.cn/sj/zxfb/202505/t20250519_1959865.html,National Bureau of Statistics,United States,Business
57,2025年4月份社会消费品零售总额增长5.1%,4月份，社会消费品零售总额37174亿元，同比增长5.1%。其中，除汽车以外的消费品零售额33548亿元，增长5.6%。1—4月份，社会消费品零售总额161845亿元，增长4.7%。其中，除汽车以外的消费品零售额147005亿元，增长5.2%。  　　按经营单位所在地分，4月份，城镇消费品零售额32376亿元，同比增长5.2%；乡村消费品零售...,2025-05-19,https://www.stats.gov.cn/sj/zxfb/202505/t20250519_1959858.html,National Bureau of Statistics,China,General
58,2025年4月份能源生产情况,4月份，规模以上工业（以下简称规上工业）原煤、原油、电力生产增速回落，天然气生产增速加快。 　　一、原煤、原油和天然气生产及相关情况 　　原煤生产稳定增长。4月份，规上工业原煤产量3.9亿吨，同比增长3.8%，增速比3月份回落5.8个百分点；日均产量1298万吨。 　　1—4月份，规上工业原煤产量15.8亿吨，同比...,2025-05-19,https://www.stats.gov.cn/sj/zxfb/202505/t20250519_1959857.html,National Bureau of Statistics,United States,Business
59,2025年4月份70个大中城市商品住宅销售价格变动情况,表1：2025年4月70个大中城市新建商品住宅销售价格指数 城市环比同比1-4月平均城市环比同比1-4月平均上月=100上年同月=100上年同期=100上月=100上年同月=100上年同期=100北　　京100.195.094.5唐　　山99.692.792.5天　　津100.498.197.8秦 皇 岛99.793.392.9石 家 庄99.896.396.2包　　头99.693.693.5太　　原100.3101....,2025-05-19,https://www.stats.gov.cn/sj/zxfb/202505/t20250519_1959852.html,National Bureau of Statistics,China,General
60,2024年城镇单位就业人员年平均工资情况,2024年全国城镇非私营单位和私营单位就业人员年平均工资分别为124110元和69476元；规模以上企业就业人员年平均工资为102452元，其中，中层及以上管理人员203014元，专业技术人员148046元，办事人员和有关人员93189元，社会生产服务和生活服务人员77584元，生产制造及有关人员78561元。 　　一、城镇非私营单位就业...,2025-05-16,https://www.stats.gov.cn/sj/zxfb/202505/t20250516_1959826.html,National Bureau of Statistics,United States,General
61,2025年5月上旬流通领域重要生产资料市场价格变动情况,中国统计信息服务中心　卓创资讯 　　据对全国流通领域9大类50种重要生产资料市场价格的监测显示，2025年5月上旬与4月下旬相比，12种产品价格上涨，32种下降，6种持平。 2025年5月上旬流通领域重要生产资料市场价格变动情况 产品名称单位本期价格（元）比上期价格涨跌（元）涨跌幅 (%)一、黑色金属    螺纹钢（Φ...,2025-05-14,https://www.stats.gov.cn/sj/zxfb/202505/t20250514_1959792.html,National Bureau of Statistics,United States,Business
62,2025年4月份居民消费价格同比下降0.1%,2025年4月份，全国居民消费价格同比下降0.1%。其中，城市持平，农村下降0.3%；食品价格下降0.2%，非食品价格持平；消费品价格下降0.3%，服务价格上涨0.3%。1—4月平均，全国居民消费价格比上年同期下降0.1%。 　　4月份，全国居民消费价格环比上涨0.1%。其中，城市上涨0.2%，农村持平；食品价格上涨0.2%，非食品价...,2025-05-10,https://www.stats.gov.cn/sj/zxfb/202505/t20250510_1959771.html,National Bureau of Statistics,Unknown,Culture
